customer_id,gender,age,tenure,monthly_charges,total_charges,contract_type,payment_method,churn
401,Female,71,51,52.4,2319.352901011588,Two-Year,Electronic,0
402,Female,20,8,67.43,435.6830030368855,Monthly,Electronic,0
403,Male,33,34,66.35,2507.751009860102,Annual,Bank Transfer,0
404,Male,40,35,73.01,2667.4761261454955,Monthly,Bank Transfer,1
405,Female,74,32,27.62,954.4197748859264,Monthly,Bank Transfer,1
406,Female,28,46,72.17,3768.8654596267183,Two-Year,Mailed Check,0
407,Female,29,16,44.97,806.6714095299699,Two-Year,Bank Transfer,0
408,Female,27,68,51.92,4181.482493576413,Annual,Credit Card,1
409,Female,49,37,88.64,3326.822223763886,Annual,Mailed Check,0
410,Female,33,54,20.72,1113.7311973882058,Two-Year,Mailed Check,1
411,Male,25,14,67.07,902.129617181359,Two-Year,Bank Transfer,1
412,Female,55,55,67.9,3217.1836798006734,Monthly,Credit Card,0
413,Female,29,48,51.73,2555.154665414151,Two-Year,Mailed Check,0
414,Male,41,7,38.96,248.3947422536724,Annual,Electronic,1
415,Male,45,7,38.77,317.1254582957918,Monthly,Mailed Check,1
416,Male,70,33,90.7,3092.699358512712,Annual,Bank Transfer,0
417,Male,25,23,55.36,1320.5646180149465,Monthly,Credit Card,1
418,Female,45,19,46.47,831.6934523312553,Two-Year,Bank Transfer,0
419,Female,53,19,55.9,871.7671562942093,Annual,Electronic,0
420,Female,43,36,73.55,2151.8604567818393,Monthly,Electronic,1
421,Female,25,29,31.66,889.9843717011266,Monthly,Electronic,1
422,Female,67,60,55.95,2799.154389708971,Two-Year,Bank Transfer,0
423,Female,45,2,67.03,139.7895611438844,Two-Year,Mailed Check,1
424,Male,45,1,95.89,110.50260060431471,Two-Year,Bank Transfer,0
425,Female,54,47,40.2,2178.7917017321897,Annual,Credit Card,0
426,Male,58,69,48.74,3577.011702799722,Monthly,Mailed Check,0
427,Male,53,20,50.35,890.6841817172966,Two-Year,Electronic,1
428,Female,44,11,68.44,862.1514138080852,Annual,Bank Transfer,0
429,Male,71,2,48.54,112.07278028008251,Annual,Electronic,0
430,Female,34,67,62.68,3689.9914116900195,Annual,Electronic,0
431,Male,26,12,82.54,1084.5463157736563,Two-Year,Credit Card,1
432,Female,50,20,76.43,1398.0695129960002,Two-Year,Mailed Check,0
433,Male,70,5,55.71,312.27018360236343,Monthly,Credit Card,1
434,Female,37,37,89.14,3954.1720386816255,Monthly,Credit Card,0
435,Female,30,38,64.65,1994.865954917088,Two-Year,Credit Card,0
436,Female,45,9,63.19,659.1043766135843,Annual,Electronic,0
437,Female,65,53,22.74,1264.3387086815098,Annual,Credit Card,1
438,Female,46,44,98.94,5177.6819835869455,Annual,Credit Card,1
439,Male,30,24,29.84,706.1364864286905,Monthly,Mailed Check,0
440,Male,63,30,38.49,1315.151537372306,Annual,Mailed Check,0
441,Male,52,59,24.14,1174.954150456713,Monthly,Credit Card,0
442,Female,23,14,71.2,931.1224628472181,Monthly,Mailed Check,0
443,Male,35,9,37.98,282.6190371736474,Annual,Mailed Check,0
444,Female,68,40,34.4,1637.6288606668802,Annual,Credit Card,0
445,Female,22,66,27.08,2013.8884499955234,Two-Year,Electronic,0
446,Male,64,25,28.26,806.1299012441112,Two-Year,Credit Card,0
447,Male,42,22,66.77,1726.2778588250017,Annual,Mailed Check,0
448,Female,19,4,75.06,250.41258826904175,Monthly,Electronic,1
449,Male,27,26,51.79,1284.9210328891616,Monthly,Bank Transfer,0
450,Female,73,58,58.39,2805.523270373679,Monthly,Electronic,0
451,Female,47,29,74.88,1920.3125743511673,Monthly,Mailed Check,1
452,Female,67,37,21.39,705.7547827683701,Monthly,Electronic,0
453,Female,62,70,45.85,3169.8398375428815,Two-Year,Credit Card,0
454,Female,22,18,97.85,1598.2474182144404,Annual,Bank Transfer,0
455,Male,72,42,66.41,2344.0360620392944,Two-Year,Bank Transfer,0
456,Male,73,41,40.34,1433.9600847585236,Monthly,Bank Transfer,0
457,Female,50,38,61.74,2015.1064580643326,Monthly,Mailed Check,0
458,Female,71,34,47.41,1916.9685654507,Monthly,Mailed Check,1
459,Male,18,17,62.58,1174.2003705641148,Monthly,Bank Transfer,0
460,Male,35,37,30.06,1320.3214627608447,Annual,Electronic,0
461,Female,49,25,30.62,747.0485369687216,Monthly,Bank Transfer,0
462,Male,64,27,31.48,774.6088298695968,Annual,Electronic,0
463,Female,66,57,95.19,6073.225271285409,Monthly,Electronic,0
464,Male,28,31,78.63,2268.1254851371345,Annual,Mailed Check,1
465,Female,38,6,32.99,182.05597799649465,Two-Year,Electronic,0
466,Male,43,40,35.07,1252.7037623476583,Monthly,Bank Transfer,0
467,Female,42,12,78.47,802.1563652220276,Annual,Mailed Check,0
468,Male,39,53,32.49,1554.2246788716163,Two-Year,Credit Card,0
469,Male,44,71,38.76,2592.6982940040803,Monthly,Credit Card,1
470,Female,66,10,97.07,1038.258471138824,Monthly,Mailed Check,0
471,Male,30,45,40.42,1500.6396766051844,Monthly,Bank Transfer,0
472,Female,50,17,72.93,1096.2434435465957,Annual,Credit Card,0
473,Male,51,26,98.29,2871.428909484396,Annual,Credit Card,1
474,Female,58,62,49.94,2658.9885654215827,Two-Year,Electronic,0
475,Male,52,46,21.4,922.4399528947081,Annual,Electronic,0
476,Female,18,64,39.53,2898.943159834938,Annual,Bank Transfer,1
477,Male,38,2,86.47,149.0691133236588,Monthly,Mailed Check,1
478,Female,65,54,89.17,4011.5011024527985,Monthly,Bank Transfer,0
479,Male,72,65,81.48,5263.444051817101,Monthly,Mailed Check,0
480,Female,23,51,29.05,1364.4598507738863,Monthly,Credit Card,0
481,Female,45,53,83.64,4545.353682835106,Monthly,Electronic,0
482,Female,34,36,93.49,3774.639156642721,Monthly,Bank Transfer,0
483,Male,22,26,68.05,1512.5027280354595,Monthly,Bank Transfer,0
484,Female,48,29,95.27,2852.013140711646,Two-Year,Mailed Check,0
485,Male,22,21,86.15,1813.1364695437292,Two-Year,Mailed Check,0
486,Female,55,11,73.36,692.0743268644846,Two-Year,Bank Transfer,0
487,Male,20,40,66.17,2778.079676599244,Two-Year,Mailed Check,1
488,Female,70,11,47.89,479.09241428995034,Monthly,Bank Transfer,0
489,Male,40,36,32.74,1172.904416483486,Two-Year,Bank Transfer,0
490,Male,54,59,68.4,3361.2872767410045,Monthly,Bank Transfer,0
491,Female,70,39,45.45,1743.894288245603,Two-Year,Credit Card,1
492,Male,54,54,89.32,4449.887646456629,Annual,Mailed Check,0
493,Male,27,55,99.47,6176.329699685358,Two-Year,Electronic,0
494,Female,27,24,80.19,1583.511591532022,Two-Year,Electronic,0
495,Male,36,22,27.24,579.7691870852227,Monthly,Mailed Check,0
496,Male,34,69,43.09,2923.773157816733,Two-Year,Bank Transfer,0
497,Male,38,56,28.73,1753.6831104144505,Annual,Electronic,0
498,Female,31,33,72.04,2447.9621352053846,Monthly,Electronic,0
499,Male,26,36,81.22,3119.486198787524,Monthly,Mailed Check,1
500,Female,63,20,94.05,2089.4518825243813,Two-Year,Electronic,0
